,거래소코드,회계년도,종업원1인당부가가치(백만원),종업원수,종업원1인당매출액(백만원),종업원1인당정상영업이익(백만원),종업원1인당순이익(백만원),종업원1인당인건비(백만원),노동장비율,기계장비율,자본집약도,종업원1인당부가가치증가율,종업원수증가율,종업원1인당매출액증가율,종업원1인당인건비증가율,사내유보율,사내유보대자기자본비율,평균배당률,자기자본배당률,배당성향,1주당순자산(원)
2701,197210,2019,-1629.75,26.0,646.59,-222.2,-1883.07,96.46,12.86,2.99,1150.61,0.0,-43.48,-7.25,188.38,0.0,0.0,0.0,0.0,0.0,0.0
2702,012700,2011,180.11,290.0,740.63,110.33,82.24,56.48,33.31,0.0,1147.98,19.62,3.94,17.88,16.48,0.0,57.75,9.68,1.06,5.59,4639.67
2703,012700,2012,185.66,299.0,816.29,116.34,86.06,56.26,33.47,0.0,1323.2,3.08,3.1,10.21,-0.39,0.0,63.67,9.68,0.9,5.18,5456.76
2704,012700,2013,192.85,326.0,783.91,122.21,94.22,57.71,29.07,0.0,1335.36,3.87,9.03,-3.97,2.59,0.0,69.52,9.68,0.76,4.34,6498.55
2705,012700,2014,197.42,344.0,914.73,125.85,98.15,58.98,21.82,0.0,1499.97,2.37,5.52,16.69,2.2,0.0,73.84,9.68,0.64,3.95,7656.57
2706,012700,2015,207.54,341.0,945.3,129.72,99.56,64.35,23.62,0.0,1784.8,5.13,-0.87,3.34,9.1,0.0,76.8,19.36,1.11,7.86,8817.82
2707,012700,2016,190.99,360.0,1047.21,115.78,73.17,60.7,0.0,0.0,0.0,-7.98,5.57,10.78,-5.67,0.0,78.41,19.36,1.02,10.13,9662.85
2708,012700,2017,167.1,398.0,932.59,97.33,73.03,56.61,15.95,0.0,2092.35,-12.5,10.56,-10.94,-6.74,0.0,80.16,25.16,1.2,11.93,10600.05
2709,012700,2018,150.97,409.0,956.55,84.14,57.58,58.12,0.0,0.0,0.0,-9.65,2.76,2.57,2.67,0.0,81.39,19.11,0.88,11.18,11018.13
2710,012700,2019,179.0,404.0,1066.83,100.26,74.61,60.76,0.0,0.0,0.0,18.56,-1.22,11.53,4.53,0.0,82.52,18.97,0.81,8.67,11966.39
2711,302550,2016,,,,,,,,,,,,,,,,,,,
2712,302550,2017,,,,,,,,,,,,,,,,,,,
2713,302550,2018,-91.66,48.0,166.75,-17.42,-153.77,51.78,194.96,1.52,448.16,0.0,0.0,0.0,0.0,0.0,-48.83,0.0,0.0,0.0,2118.43
2714,302550,2019,127.71,68.0,272.8,63.05,64.16,53.44,0.0,0.0,0.0,0.0,41.67,63.6,3.21,0.0,-3.81,0.0,0.0,0.0,4753.8
2715,377450,2016,,,,,,,,,,,,,,,,,,,
2716,377450,2017,,,,,,,,,,,,,,,,,,,
2717,377450,2018,,,,,,,,,,,,,,,,,,,
2718,377450,2019,,,,,,,,,,,,,,,,,,,
2719,042500,2011,74.46,158.0,446.17,23.37,12.88,53.78,3.5,1.25,345.31,-19.92,18.8,-1.86,1.74,0.0,49.42,0.0,0.0,0.0,1661.73
2720,042500,2012,89.27,172.0,449.96,23.65,23.8,55.17,3.8,1.97,357.69,19.89,8.86,0.85,2.57,0.0,49.23,0.0,0.0,0.0,2313.07
2721,042500,2013,92.53,197.0,485.93,28.46,28.41,54.3,3.7,1.83,345.16,3.66,14.53,7.99,-1.56,0.0,57.59,0.0,0.0,0.0,2570.9
2722,042500,2014,83.89,228.0,498.72,25.71,21.44,55.3,2.98,1.52,330.89,-9.34,15.74,2.63,1.83,0.0,57.05,0.0,0.0,0.0,2956.58
2723,042500,2015,77.66,252.0,392.46,14.88,15.95,55.63,3.55,1.66,312.35,-7.43,10.53,-21.31,0.61,0.0,60.62,0.0,0.0,0.0,3151.35
2724,042500,2016,71.17,280.0,449.27,16.17,11.84,53.31,2.65,0.97,308.53,-8.35,11.11,14.47,-4.18,0.0,62.21,0.0,0.0,0.0,3397.26
2725,042500,2017,74.78,303.0,481.96,17.13,15.31,53.91,0.0,0.0,0.0,5.07,8.21,7.28,1.13,0.0,66.81,0.0,0.0,0.0,3651.14
2726,042500,2018,79.07,282.0,486.48,13.58,12.0,60.2,0.0,0.0,0.0,5.74,-6.93,0.94,11.67,0.0,74.22,0.0,0.0,0.0,3433.22
2727,042500,2019,99.67,276.0,473.11,26.13,26.35,61.94,0.0,0.0,0.0,26.05,-2.13,-2.75,2.88,0.0,78.05,0.0,0.0,0.0,3827.44
2728,219420,2014,,,,,,,,,,,,,,,,,,,
2729,219420,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.01,0.0,0.0,0.0,176654.13
2730,219420,2016,69.21,90.0,113.27,18.76,20.34,41.97,24.23,1.7,134.36,0.0,0.0,0.0,0.0,0.0,67.02,0.0,0.0,0.0,4679.22
2731,219420,2017,66.66,115.0,102.55,30.94,23.57,37.09,0.0,0.0,0.0,-3.67,27.78,-9.46,-11.61,0.0,68.96,0.0,0.0,0.0,6487.66
2732,219420,2018,52.37,130.0,88.68,19.25,17.94,36.94,0.0,0.0,0.0,-21.44,13.04,-13.52,-0.42,0.0,35.62,0.0,0.0,0.0,3066.33
2733,219420,2019,58.29,117.0,94.11,11.47,6.62,47.1,18.21,0.47,316.13,11.29,-10.0,6.12,27.51,0.0,34.51,0.0,0.0,0.0,3023.18
2734,027740,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8,0.0,0.0,0.0,1759.42
2735,027740,2012,16.46,511.0,568.87,-27.3,-34.04,34.99,125.1,32.25,445.25,0.0,0.0,0.0,0.0,0.0,-2.63,0.0,0.0,0.0,1435.94
2736,027740,2013,55.32,533.0,521.65,-2.85,1.95,36.58,111.9,27.98,419.2,236.12,4.31,-8.3,4.54,0.0,-1.61,0.0,0.0,0.0,1103.42
2737,027740,2014,32.79,414.0,690.56,-25.53,-41.65,48.81,140.05,34.26,479.69,-40.73,-22.33,32.38,33.45,0.0,-24.82,0.0,0.0,0.0,1054.23
2738,027740,2015,32.09,493.0,561.85,-19.75,-25.14,39.68,134.79,32.47,394.76,-2.13,19.08,-18.64,-18.7,0.0,-41.69,0.0,0.0,0.0,1034.97
2739,027740,2016,58.13,550.0,393.28,-8.62,3.39,35.75,0.0,0.0,0.0,81.16,11.56,-30.0,-9.91,0.0,-32.7,0.0,0.0,0.0,972.85
2740,027740,2017,33.21,629.0,377.95,0.19,-23.33,37.24,0.0,0.0,0.0,-42.87,14.36,-3.9,4.18,0.0,-47.91,0.0,0.0,0.0,692.81
2741,027740,2018,50.16,604.0,446.86,0.94,-19.48,46.83,0.0,0.0,0.0,51.05,-3.97,18.23,25.75,0.0,-58.46,0.0,0.0,0.0,810.12
2742,027740,2019,37.25,585.0,414.09,-25.08,-29.9,45.81,0.0,0.0,0.0,-25.74,-3.15,-7.33,-2.19,0.0,-88.49,0.0,0.0,0.0,547.27
2743,195500,2011,,,,,,,,,,,,,,,,,,,
2744,195500,2012,,,,,,,,,,,,,,,,,,,
2745,195500,2013,,,,,,,,,,,,,,,,,,,
2746,195500,2014,,,,,,,,,,,,,,,,,,,
2747,195500,2015,,,,,,,,,,,,,,,,,,,
2748,195500,2016,,,,,,,,,,,,,,,,,,,
2749,195500,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.98,0.0,0.0,0.0,2547.82
2750,195500,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.22,0.0,0.0,0.0,3052.22
2751,195500,2019,97.25,169.0,590.73,25.88,17.42,53.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.85,0.0,0.0,0.0,4759.61
2752,088700,2011,59.86,156.0,776.2,-36.26,-79.73,39.59,836.24,469.2,1360.76,0.0,9.86,34.94,2.2,0.0,0.04,0.0,0.0,0.0,5692.7
2753,088700,2012,-8.49,110.0,1067.55,-150.83,-236.94,60.71,1133.19,633.54,1689.32,-114.19,-29.49,37.53,53.35,0.0,-59.36,0.0,0.0,0.0,3629.62
2754,305090,2017,,,,,,,,,,,,,,,,,,,
2755,305090,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.94,0.0,0.0,0.0,44301.12
2756,305090,2019,-43.85,59.0,66.54,-107.99,-106.73,46.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-58.16,0.0,0.0,0.0,5164.96
2757,098120,2011,174.96,64.0,422.7,89.2,77.41,75.05,152.34,20.15,412.0,69.99,-4.48,61.56,41.15,0.0,81.18,15.4,2.85,12.92,2575.74
2758,098120,2012,159.24,74.0,380.1,77.83,72.45,73.81,140.88,25.5,423.62,-8.98,15.63,-10.08,-1.65,0.0,84.23,17.0,2.59,13.18,3122.5
2759,098120,2013,156.08,80.0,384.84,74.84,70.46,72.38,140.03,31.8,458.19,-1.99,8.11,1.25,-1.94,0.0,86.51,20.0,2.59,14.75,3696.9
2760,098120,2014,199.51,93.0,473.88,115.2,98.14,77.99,129.82,37.72,515.49,27.83,16.25,23.14,7.76,0.0,89.01,32.0,3.3,14.57,4606.62
2761,098120,2015,91.81,121.0,284.84,37.83,33.42,47.27,105.41,33.59,396.48,-53.98,30.11,-39.89,-39.39,0.0,89.37,16.0,1.55,16.44,5008.82
2762,098120,2016,62.66,112.0,228.88,3.28,7.16,49.12,0.0,0.0,0.0,-31.74,-7.44,-19.65,3.91,0.0,89.23,4.0,0.39,20.72,5115.18
2763,098120,2017,22.82,117.0,216.19,-1.82,-30.54,47.48,0.0,0.0,0.0,-63.59,4.46,-5.54,-3.36,0.0,87.34,0.0,0.0,0.0,4374.75
2764,098120,2018,12.85,133.0,184.97,-17.83,-33.07,44.0,0.0,0.0,0.0,-43.66,13.68,-14.44,-7.31,0.0,85.36,0.0,0.0,0.0,3792.24
2765,098120,2019,74.79,128.0,267.71,6.09,6.86,57.01,0.0,0.0,0.0,481.8,-3.76,44.73,29.55,0.0,85.75,0.0,0.0,0.0,3871.08
2766,147760,2011,,,,,,,,,,,,,,,,,,,
2767,147760,2012,,,,,,,,,,,,,,,,,,,
2768,147760,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2769,147760,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-68.26,0.0,0.0,0.0,2340.64
2770,147760,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.45,0.0,0.0,0.0,2399.49
2771,147760,2016,104.53,157.0,285.19,34.45,29.63,53.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.72,0.0,0.0,0.0,4680.54
2772,147760,2017,105.6,178.0,281.96,35.41,30.95,52.86,71.97,22.26,315.23,1.02,13.38,-1.13,-2.06,0.0,-2.7,0.0,0.0,0.0,4260.06
2773,147760,2018,64.07,170.0,238.6,-18.04,-10.98,60.38,0.0,0.0,0.0,-39.32,-4.49,-15.38,14.21,0.0,-7.14,0.0,0.0,0.0,4112.71
2774,147760,2019,61.78,163.0,224.98,-16.97,-28.45,58.62,0.0,0.0,0.0,-3.59,-4.12,-5.71,-2.91,0.0,-19.95,0.0,0.0,0.0,3751.36
2775,377480,2017,,,,,,,,,,,,,,,,,,,
2776,377480,2018,,,,,,,,,,,,,,,,,,,
2777,377480,2019,,,,,,,,,,,,,,,,,,,
2778,169330,2011,,,,,,,,,,,,,,,,,,,
2779,169330,2012,,,,,,,,,,,,,,,,,,,
2780,169330,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.53,0.0,0.0,0.0,2384.0
2781,169330,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.07,0.0,0.0,0.0,3503.78
2782,169330,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.29,0.0,0.0,0.0,951.92
2783,038290,2011,70.67,188.0,163.49,14.27,14.14,38.36,105.2,63.39,302.52,6.11,11.9,18.61,-4.79,0.0,-0.8,0.0,0.0,0.0,7723.31
2784,038290,2012,91.56,205.0,208.81,26.14,17.03,46.79,130.03,88.7,398.57,29.57,9.04,27.72,21.98,0.0,6.3,0.0,0.0,0.0,9116.64
2785,038290,2013,102.99,232.0,204.8,19.03,31.68,44.96,100.33,62.87,386.32,12.48,13.17,-1.92,-3.91,0.0,13.19,0.0,0.0,0.0,10711.04
2786,038290,2014,81.49,264.0,196.25,12.95,15.26,40.62,118.26,71.93,437.38,-20.87,13.79,-4.17,-9.64,0.0,15.93,0.0,0.0,0.0,11580.33
2787,038290,2015,90.23,310.0,209.44,14.98,23.81,49.71,86.75,49.83,414.64,10.73,17.42,6.72,22.38,0.0,25.25,0.0,0.0,0.0,8400.82
2788,038290,2016,86.64,334.0,202.58,10.77,15.35,48.17,0.0,0.0,0.0,-3.98,7.74,-3.28,-3.1,0.0,28.01,0.0,0.0,0.0,9235.09
2789,038290,2017,131.86,365.0,195.78,7.08,49.11,52.72,0.0,0.0,0.0,52.18,9.28,-3.36,9.43,0.0,43.76,0.0,0.0,0.0,10800.82
2790,038290,2018,75.19,431.0,196.59,11.0,10.98,49.24,0.0,0.0,0.0,-42.98,18.08,0.42,-6.59,0.0,37.76,0.0,0.0,0.0,12029.3
2791,038290,2019,85.76,488.0,186.43,7.25,19.89,48.49,0.0,0.0,0.0,14.06,13.23,-5.17,-1.54,0.0,42.41,0.0,0.0,0.0,12652.72
2792,220630,2015,,,,,,,,,,,,,,,,,,,
2793,220630,2016,155.0,142.0,1421.63,121.53,65.46,69.51,202.97,54.26,528.91,0.0,0.0,0.0,0.0,0.0,49.79,25.0,5.26,24.54,440.46
2794,220630,2017,187.78,178.0,1256.04,81.61,57.92,85.72,0.0,0.0,0.0,21.15,25.35,-11.65,23.32,100.0,51.76,28.0,4.66,25.5,555.33
2795,220630,2018,211.28,203.0,1271.62,113.7,71.09,83.53,0.0,0.0,0.0,12.52,14.04,1.24,-2.55,100.0,59.29,30.0,4.08,19.52,688.58
2796,220630,2019,183.72,220.0,1307.8,98.53,46.22,90.59,0.0,0.0,0.0,-13.05,8.37,2.85,8.45,0.0,61.42,30.0,3.8,27.94,706.79
2797,127160,2011,,,,,,,,,,,,,,,,,,,
2798,127160,2012,,,,,,,,,,,,,,,,,,,
2799,127160,2013,,,,,,,,,,,,,,,,,,,
2800,127160,2014,,,,,,,,,,,,,,,,,,,
2801,127160,2015,95.22,206.0,301.74,3.92,9.54,48.89,113.31,21.05,387.97,0.0,0.0,0.0,0.0,0.0,46.99,0.0,0.0,0.0,6409.57
2802,127160,2016,56.66,156.0,423.84,-26.79,-23.68,54.55,125.92,20.55,483.32,-40.5,-24.27,40.46,11.58,0.0,41.3,0.0,0.0,0.0,6088.94
2803,127160,2017,83.57,93.0,687.17,-3.94,-17.38,60.8,251.99,15.97,886.62,47.49,-40.38,62.13,11.45,0.0,34.43,0.0,0.0,0.0,1324.43
2804,127160,2018,-8.45,127.0,519.62,1.56,-74.83,39.51,0.0,0.0,0.0,-110.11,36.56,-24.38,-35.02,0.0,7.84,0.0,0.0,0.0,1577.39
2805,127160,2019,-234.43,77.0,705.93,-69.35,-358.22,60.3,0.0,0.0,0.0,0.0,-39.37,35.86,52.63,0.0,-41.75,0.0,0.0,0.0,789.03
2806,093520,2011,304.87,32.0,1528.07,156.63,121.98,141.35,152.35,2.02,1162.74,1.43,18.52,-19.58,-0.19,0.0,41.74,0.0,0.0,0.0,1597.79
2807,093520,2012,311.6,31.0,1573.86,127.31,133.3,147.22,155.65,1.72,1699.74,2.21,-3.13,3.0,4.16,0.0,49.68,0.0,0.0,0.0,1859.86
2808,093520,2013,360.14,30.0,2115.52,197.46,156.78,150.21,164.14,1.5,2055.05,15.58,-3.23,34.42,2.03,0.0,55.98,0.0,0.0,0.0,2161.98
2809,093520,2014,317.46,34.0,1810.26,218.3,160.69,128.36,126.16,1.66,1858.19,-11.85,13.33,-14.43,-14.55,0.0,61.56,0.0,0.0,0.0,2471.15
2810,093520,2015,327.77,35.0,1857.22,205.9,155.44,132.16,120.72,1.07,2268.35,3.25,2.94,2.59,2.96,0.0,69.28,14.23,2.65,21.1,2604.58
2811,093520,2016,272.4,35.0,1833.42,180.24,98.37,134.54,119.28,0.68,2350.68,-16.89,0.0,-1.28,1.8,0.0,70.47,17.79,3.15,41.76,2729.69
2812,093520,2017,383.44,36.0,2329.8,290.4,164.83,149.47,0.0,0.0,0.0,40.76,2.86,27.07,11.1,0.0,75.88,20.61,3.47,28.07,2865.42
2813,093520,2018,441.34,41.0,2111.18,315.68,230.0,140.8,0.0,0.0,0.0,15.1,13.89,-9.38,-5.8,0.0,81.96,19.86,3.03,17.02,3178.18
2814,093520,2019,278.14,42.0,1309.62,143.93,122.8,119.29,0.0,0.0,0.0,-36.98,2.44,-37.97,-15.28,0.0,86.58,15.94,2.39,24.97,3258.23
2815,141070,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.97,0.0,0.0,0.0,3381.82
2816,141070,2012,118.39,105.0,389.98,42.9,30.01,42.46,281.93,196.91,664.2,0.0,0.0,0.0,0.0,0.0,43.54,12.0,1.25,10.88,5044.3
2817,141070,2013,31.48,109.0,206.97,-7.11,-28.55,45.63,286.5,164.26,591.99,-73.41,3.81,-46.93,7.46,0.0,35.66,0.0,0.0,0.0,3542.99
2818,141070,2014,63.0,127.0,291.7,25.07,1.71,37.72,241.24,138.23,583.08,100.11,16.51,40.94,-17.34,0.0,35.67,5.76,0.68,75.76,3662.79
2819,141070,2015,30.72,129.0,274.55,-43.66,-45.86,45.64,413.69,256.7,670.44,-51.24,1.57,-5.88,21.01,0.0,9.86,0.0,0.0,0.0,2098.44
2820,141070,2016,53.4,130.0,308.4,-27.0,-67.42,52.21,0.0,0.0,0.0,73.84,0.78,12.33,14.39,0.0,-17.26,0.0,0.0,0.0,2042.95
2821,141070,2017,83.28,126.0,306.76,10.04,-18.01,46.19,0.0,0.0,0.0,55.97,-3.08,-0.53,-11.54,0.0,0.0,0.0,0.0,0.0,1242.56
2822,141070,2018,133.63,124.0,480.45,30.05,15.73,54.69,0.0,0.0,0.0,60.47,-1.59,56.62,18.42,0.0,0.0,0.0,0.0,0.0,1244.77
2823,141070,2019,39.45,126.0,296.17,-67.6,-80.08,53.72,0.0,0.0,0.0,-70.48,1.61,-38.36,-1.78,0.0,-55.25,0.0,0.0,0.0,922.26
2824,100590,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.56,0.0,0.0,0.0,1125.33
2825,100590,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.34,0.0,0.0,0.0,1189.4
2826,100590,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.28,0.0,0.0,0.0,1321.87
2827,100590,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.38,0.0,0.0,0.0,1360.95
2828,100590,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.52,0.0,0.0,0.0,1314.45
2829,100590,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.02,0.0,0.0,0.0,1392.73
2830,100590,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,1575.52
2831,100590,2018,139.37,193.0,693.74,52.61,70.35,82.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.65,0.0,0.0,0.0,2797.9
2832,100590,2019,109.28,190.0,584.46,11.07,12.27,87.59,113.16,2.16,553.09,-21.59,-1.55,-15.75,6.75,0.0,22.64,0.0,0.0,0.0,4759.47
2833,067280,2011,90.14,216.0,292.26,17.69,23.98,55.52,9.32,0.0,429.39,4.22,11.34,5.96,0.26,0.0,6.72,30.0,1.0,16.3,13978.47
2834,067280,2012,81.66,284.0,280.07,16.64,17.41,51.56,7.02,0.0,333.69,-9.41,31.48,-4.17,-7.13,0.0,5.49,40.0,1.29,22.77,14121.93
2835,067280,2013,86.21,381.0,269.09,14.02,14.89,58.02,7.74,0.0,329.81,5.57,34.15,-3.92,12.52,0.0,5.47,40.0,1.12,20.9,15511.23
2836,067280,2014,100.4,503.0,242.37,23.44,20.95,62.85,4.79,0.0,268.22,16.46,32.02,-9.93,8.33,0.0,9.4,50.0,1.29,14.06,16720.83
2837,067280,2015,86.22,632.0,198.96,17.62,15.76,56.03,3.88,0.0,131.74,-14.12,25.65,-17.91,-10.85,0.0,17.02,49.69,2.46,14.79,7762.24
2838,067280,2016,120.15,702.0,250.81,24.46,17.67,71.61,0.0,0.0,0.0,39.35,11.08,26.06,27.79,0.0,17.36,49.69,2.05,11.87,9306.23
2839,067280,2017,123.4,711.0,268.3,19.94,15.99,80.08,0.0,0.0,0.0,2.71,1.28,6.98,11.84,0.0,14.15,99.38,3.65,25.91,10450.25
2840,067280,2018,126.37,785.0,291.14,26.37,20.92,79.42,0.0,0.0,0.0,2.4,10.41,8.51,-0.82,0.0,18.24,99.38,3.27,17.93,10505.54
2841,067280,2019,133.73,860.0,319.72,26.18,20.13,80.99,0.0,0.0,0.0,5.82,9.55,9.82,1.98,0.0,16.93,119.26,3.44,20.42,10637.38
2842,235980,2018,,,,,,,,,,,,,,,,,,,
2843,235980,2019,-250.43,36.0,0.0,-367.73,-375.43,105.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-83.47,0.0,0.0,0.0,10039.33
2844,041920,2011,,,,,,,,,,,,,,,,,,,
2845,041920,2012,,,,,,,,,,,,,,,,,,,
2846,041920,2013,62.88,170.0,195.66,20.98,17.87,31.53,29.83,0.03,164.26,0.0,0.0,0.0,0.0,0.0,54.03,0.0,0.0,0.0,2089.5
2847,041920,2014,75.47,180.0,211.45,23.88,20.29,42.95,27.46,0.0,208.45,20.03,5.88,8.07,36.2,0.0,43.91,0.0,0.0,0.0,3929.01
2848,041920,2015,92.65,190.0,242.86,41.49,37.02,41.11,28.05,0.0,234.35,22.76,5.56,14.86,-4.28,0.0,54.77,0.0,0.0,0.0,4282.44
2849,041920,2016,83.74,242.0,216.39,36.17,34.85,37.04,0.0,0.0,0.0,-9.62,27.37,-10.9,-9.91,0.0,63.87,0.0,0.0,0.0,4411.21
2850,041920,2017,65.97,245.0,209.08,25.38,17.24,40.05,0.0,0.0,0.0,-21.21,1.24,-3.38,8.13,0.0,66.7,9.92,0.9,10.16,4773.66
2851,041920,2018,89.56,172.0,267.13,21.72,23.75,57.69,0.0,0.0,0.0,35.76,-29.8,27.76,44.05,0.0,64.17,0.0,0.0,0.0,5694.54
2852,041920,2019,114.88,156.0,307.01,49.1,43.01,53.82,0.0,0.0,0.0,28.26,-9.3,14.93,-6.71,0.0,68.46,0.0,0.0,0.0,6348.88
2853,086900,2011,161.88,98.0,221.47,81.11,75.22,74.39,144.1,31.34,539.61,-25.58,20.99,-14.93,3.06,0.0,72.45,57.58,3.96,22.09,5715.7
2854,086900,2012,225.37,122.0,297.23,139.63,126.53,71.5,112.54,22.71,578.15,39.22,24.49,34.21,-3.89,0.0,78.34,96.15,4.93,17.62,7778.09
2855,086900,2013,168.98,139.0,245.91,100.41,87.97,56.38,94.53,17.18,550.07,-25.02,13.93,-17.27,-21.15,0.0,89.14,192.17,9.27,44.45,8025.12
2856,086900,2014,317.18,194.0,358.21,249.13,219.49,40.75,90.79,8.63,846.24,87.7,39.57,45.67,-27.71,0.0,108.82,188.89,6.81,12.55,11176.44
2857,086900,2015,220.22,280.0,286.23,174.28,143.01,33.84,129.31,23.48,700.14,-30.57,44.33,-20.09,-16.97,0.0,107.19,207.5,5.43,14.66,16255.05
2858,086900,2016,260.43,354.0,343.96,206.2,163.91,39.16,0.0,0.0,0.0,18.26,26.43,20.17,15.75,0.0,115.76,243.45,4.89,11.87,20267.24
2859,086900,2017,239.9,459.0,365.72,187.5,152.47,37.41,0.0,0.0,0.0,-7.88,29.66,6.33,-4.48,0.0,115.85,261.24,3.89,10.56,27260.08
2860,086900,2018,214.85,529.0,352.43,145.66,121.89,46.59,0.0,0.0,0.0,-10.44,15.25,-3.63,24.54,0.0,111.04,2.8,0.03,0.0,38188.97
2861,086900,2019,129.69,600.0,301.69,29.97,34.3,68.12,0.0,0.0,0.0,-39.64,13.42,-14.4,46.22,0.0,116.38,2.79,0.03,0.0,37478.56
2862,065650,2011,97.04,26.0,508.91,26.2,26.31,63.92,9.43,3.58,1486.3,262.38,4.0,-3.57,5.54,0.0,-0.89,0.0,0.0,0.0,415.08
2863,065650,2012,-11.66,25.0,353.34,-87.39,-85.95,71.18,7.69,3.35,1459.23,-112.02,-3.85,-30.57,11.36,0.0,-7.58,0.0,0.0,0.0,320.23
2864,065650,2013,-2.97,25.0,453.05,-65.67,-80.6,71.16,4.97,2.16,1388.71,0.0,0.0,28.22,-0.04,0.0,-13.96,0.0,0.0,0.0,241.4
2865,065650,2014,-268.49,24.0,225.31,-109.63,-354.27,77.84,1.53,0.7,1103.41,0.0,-4.0,-50.27,9.39,0.0,-53.1,0.0,0.0,0.0,153.57
2866,065650,2015,-32.07,20.0,410.76,12.64,-85.4,39.24,0.54,0.25,1541.95,0.0,-16.67,82.31,-49.58,0.0,-62.46,0.0,0.0,0.0,168.29
2867,065650,2016,-124.47,20.0,654.84,-24.8,-198.06,66.62,0.0,0.0,0.0,0.0,0.0,59.42,69.76,0.0,-74.89,0.0,0.0,0.0,347.21
2868,065650,2017,-440.79,23.0,909.15,20.91,-497.9,55.37,0.0,0.0,0.0,0.0,15.0,38.83,-16.89,0.0,-124.13,0.0,0.0,0.0,759.75
2869,065650,2018,-175.63,23.0,864.77,-68.27,-241.87,70.97,0.0,0.0,0.0,0.0,0.0,-4.88,28.18,0.0,-188.83,0.0,0.0,0.0,639.13
2870,065650,2019,-5.06,22.0,791.5,-98.26,-80.86,79.33,0.0,0.0,0.0,0.0,-4.35,-8.47,11.77,0.0,-215.42,0.0,0.0,0.0,583.05
2871,140410,2011,226.81,14.0,361.89,199.54,228.88,-15.58,12.38,0.0,2255.89,0.0,0.0,0.0,0.0,0.0,69.66,0.0,0.0,0.0,4493.81
2872,140410,2012,192.05,14.0,613.73,120.04,170.33,144.44,13.09,0.0,4807.27,-15.33,0.0,69.59,0.0,100.0,34.25,4.51,0.29,7.64,7768.21
2873,140410,2013,3.56,15.0,293.48,-164.84,-55.38,146.91,9.45,0.0,4222.66,-98.15,7.14,-52.18,1.72,0.0,32.95,0.0,0.0,0.0,7561.56
2874,140410,2014,-102.33,19.0,234.45,-258.76,-135.15,137.58,16.58,8.58,4098.67,-2975.54,26.67,-20.11,-6.35,0.0,26.92,0.0,0.0,0.0,7803.07
2875,140410,2015,367.56,24.0,621.93,-113.88,175.94,126.87,31.21,27.28,4293.85,0.0,26.32,165.27,-7.78,0.0,34.92,0.0,0.0,0.0,7375.29
2876,140410,2016,-330.49,24.0,497.54,136.83,-541.03,79.84,8.47,0.0,3965.17,-189.91,0.0,-20.0,-37.07,0.0,18.72,0.0,0.0,0.0,6435.72
